id,text,class,language
302,Veuillez restaurer les reflets jaune vif sur les grognements scolarisés afin qu'ils contrastent fortement avec le fond bleu profond du milieu de l'eau.,UWIR,fr
303,Restaure los reflejos amarillos vivos en los gruñidos escolares para que contrasten marcadamente con el fondo azul profundo en medio del agua.,UWIR,es
304,"Bitte stellen Sie die leuchtend gelben Glanzlichter auf den Schwärmen wieder her, damit sie sich deutlich vom tiefblauen Mittelwasserhintergrund abheben.",UWIR,de
305,"Herstel alstublieft de levendige gele accenten op de scholende grunts, zodat ze scherp contrasteren met de diepblauwe achtergrond in het midden van het water.",UWIR,nl
306,The haze in this image is overwhelming. Can you clean it up for me?,haze,en
307,La brume sur cette image est écrasante. Pouvez-vous le nettoyer pour moi ?,haze,fr
308,La neblina en esta imagen es abrumadora. ¿Puedes limpiarlo por mí?,haze,es
309,Der Dunst in diesem Bild ist überwältigend. Kannst du es für mich aufräumen?,haze,de
310,De waas in dit beeld is overweldigend. Kun je het voor mij opruimen?,haze,nl
311,I need this picture to be sharp. Can you deblur it?,blur,en
312,J'ai besoin que cette photo soit nette. Pouvez-vous le supprimer ?,blur,fr
313,Necesito que esta imagen sea nítida. ¿Puedes desenfocarlo?,blur,es
314,"Ich brauche dieses Bild, um scharf zu sein. Kannst du es entschärfen?",blur,de
315,Ik wil dat deze foto scherp is. Kun je het onscherp maken?,blur,nl
316,Please make the rays of sunlight through the surface waves appear stronger and more visible.,UWIR,en
317,Veuillez rendre les rayons du soleil à travers les ondes de surface plus forts et plus visibles.,UWIR,fr
318,"Por favor, haz que los rayos del sol a través de las ondas superficiales parezcan más fuertes y visibles.",UWIR,es
319,"Bitte sorgen Sie dafür, dass die Sonnenstrahlen durch die Oberflächenwellen stärker und sichtbarer erscheinen.",UWIR,de
320,Zorg ervoor dat de zonnestralen door de oppervlaktegolven sterker en zichtbaarder lijken.,UWIR,nl
321,The image quality is suffering because of the noise. Can you help fix it?,noise,en
322,La qualité de l'image souffre du bruit. Pouvez-vous aider à le réparer ?,noise,fr
323,La calidad de la imagen se ve afectada debido al ruido. ¿Puedes ayudar a solucionarlo?,noise,es
324,"Durch das Rauschen leidet die Bildqualität. Können Sie helfen, das Problem zu beheben?",noise,de
325,De beeldkwaliteit lijdt onder de ruis. Kun jij helpen het te repareren?,noise,nl
326,The haziness is dulling the natural beauty of this photo. Could you enhance it?,haze,en
327,Le flou ternit la beauté naturelle de cette photo. Pourriez-vous l'améliorer ?,haze,fr
328,La neblina está opacando la belleza natural de esta foto. ¿Podrías mejorarlo?,haze,es
329,Die Unschärfe trübt die natürliche Schönheit dieses Fotos. Könnten Sie es verbessern?,haze,de
330,De wazigheid vervaagt de natuurlijke schoonheid van deze foto. Zou je het kunnen verbeteren?,haze,nl
331,This image is too blurry for my liking. Could you sharpen it?,blur,en
332,Cette image est trop floue à mon goût. Pourriez-vous l'aiguiser ?,blur,fr
333,Esta imagen está demasiado borrosa para mi gusto. ¿Podrías afilarlo?,blur,es
334,Dieses Bild ist für meinen Geschmack zu unscharf. Könnten Sie es schärfen?,blur,de
335,Dit beeld is naar mijn smaak te wazig. Zou je het kunnen scherpen?,blur,nl
336,"Can you upscale this blurry autumn park photo so the fallen leaves, trees, and benches look sharp?",SR,en
337,"Pouvez-vous redimensionner cette photo floue d'un parc d'automne pour que les feuilles mortes, les arbres et les bancs soient nets ?",SR,fr
338,"¿Puedes mejorar esta foto borrosa del parque otoñal para que las hojas caídas, los árboles y los bancos se vean nítidos?",SR,es
339,"Können Sie dieses verschwommene Herbstparkfoto hochskalieren, sodass die gefallenen Blätter, Bäume und Bänke scharf aussehen?",SR,de
340,"Kun jij deze onscherpe herfstparkfoto opschalen zodat de gevallen bladeren, bomen en banken er scherp uitzien?",SR,nl
341,The rain in this image is dulling the colors. Could you brighten it and bring them back?,rain,en
342,La pluie sur cette image ternit les couleurs. Pourriez-vous l'éclairer et les ramener ?,rain,fr
343,La lluvia en esta imagen está opacando los colores. ¿Podrías alegrarlo y traerlos de vuelta?,rain,es
344,Der Regen in diesem Bild lässt die Farben stumpf werden. Könnten Sie es aufhellen und sie zurückbringen?,rain,de
345,De regen in deze afbeelding vervaagt de kleuren. Kun je het opfleuren en ze terugbrengen?,rain,nl
346,The rain is dulling the natural beauty of this image. Can you enhance its vibrancy?,rain,en
347,La pluie ternit la beauté naturelle de cette image. Pouvez-vous améliorer son dynamisme ?,rain,fr
348,La lluvia está opacando la belleza natural de esta imagen. ¿Puedes mejorar su vitalidad?,rain,es
349,Der Regen trübt die natürliche Schönheit dieses Bildes. Können Sie seine Lebendigkeit verstärken?,rain,de
350,De regen vervaagt de natuurlijke schoonheid van dit beeld. Kun jij de levendigheid ervan vergroten?,rain,nl
351,Could you sharpen this blurry picture and make it clear?,blur,en
352,Pourriez-vous affiner cette image floue et la rendre plus claire ?,blur,fr
353,¿Podrías enfocar esta imagen borrosa y dejarla clara?,blur,es
354,Könnten Sie dieses verschwommene Bild schärfen und klarer machen?,blur,de
355,Kunt u dit onscherpe beeld scherper maken en duidelijk maken?,blur,nl
356,The hazy background is making this photo look dull. Could you clean it up?,haze,en
357,Le fond flou rend cette photo terne. Pourriez-vous le nettoyer ?,haze,fr
358,El fondo brumoso hace que esta foto parezca aburrida. ¿Podrías limpiarlo?,haze,es
359,Der verschwommene Hintergrund lässt dieses Foto langweilig wirken. Könnten Sie es aufräumen?,haze,de
360,De wazige achtergrond zorgt ervoor dat deze foto er saai uitziet. Zou jij het kunnen opruimen?,haze,nl
361,Could you enhance the sand textures so the gentle wave marks are clearly visible?,UWIR,en
362,Pourriez-vous améliorer les textures du sable afin que les douces marques des vagues soient clairement visibles ?,UWIR,fr
363,¿Podrías mejorar las texturas de la arena para que las suaves marcas de las olas sean claramente visibles?,UWIR,es
364,"Könnten Sie die Sandtexturen verbessern, sodass die sanften Wellenspuren deutlich sichtbar sind?",UWIR,de
365,"Kun je de zandtexturen verbeteren, zodat de zachte golfsporen duidelijk zichtbaar zijn?",UWIR,nl
366,The foggy appearance is making the photo look low quality. Can you fix it?,haze,en
367,L’aspect brumeux donne à la photo un aspect de mauvaise qualité. Pouvez-vous le réparer ?,haze,fr
368,La apariencia brumosa hace que la foto parezca de baja calidad. ¿Puedes arreglarlo?,haze,es
369,Durch das neblige Erscheinungsbild sieht das Foto minderwertig aus. Können Sie es reparieren?,haze,de
370,Door het mistige uiterlijk ziet de foto er van lage kwaliteit uit. Kun je het repareren?,haze,nl
371,The hazy background is making this image look lifeless. Could you enhance it?,haze,en
372,L’arrière-plan flou donne à cette image un aspect sans vie. Pourriez-vous l'améliorer ?,haze,fr
373,El fondo brumoso hace que esta imagen parezca sin vida. ¿Podrías mejorarlo?,haze,es
374,Der verschwommene Hintergrund lässt dieses Bild leblos wirken. Könnten Sie es verbessern?,haze,de
375,De wazige achtergrond zorgt ervoor dat deze afbeelding er levenloos uitziet. Zou je het kunnen verbeteren?,haze,nl
376,Please make this product photo sharper so the label text and design are legible for online sales.,SR,en
377,Veuillez rendre cette photo de produit plus nette afin que le texte et le design de l'étiquette soient lisibles pour les ventes en ligne.,SR,fr
378,Haga que la foto de este producto sea más nítida para que el texto y el diseño de la etiqueta sean legibles para las ventas en línea.,SR,es
379,"Bitte machen Sie dieses Produktfoto schärfer, damit der Text und das Design des Etiketts für den Online-Verkauf lesbar sind.",SR,de
380,"Maak deze productfoto scherper, zodat de labeltekst en het ontwerp leesbaar zijn voor online verkoop.",SR,nl
381,Can you remove the hazy layer from this image and bring out the colors?,haze,en
382,Pouvez-vous supprimer la couche floue de cette image et faire ressortir les couleurs ?,haze,fr
383,¿Puedes eliminar la capa borrosa de esta imagen y resaltar los colores?,haze,es
384,Können Sie die verschwommene Schicht von diesem Bild entfernen und die Farben hervorheben?,haze,de
385,Kun jij de wazige laag van deze afbeelding verwijderen en de kleuren naar voren halen?,haze,nl
386,This photo is too noisy to use for a presentation. Can you make it look professional?,noise,en
387,Cette photo est trop bruyante pour être utilisée pour une présentation. Pouvez-vous lui donner un aspect professionnel ?,noise,fr
388,Esta foto es demasiado ruidosa para usarla en una presentación. ¿Puedes hacer que parezca profesional?,noise,es
389,"Dieses Foto ist zu verrauscht, um es für eine Präsentation zu verwenden. Können Sie es professionell aussehen lassen?",noise,de
390,Deze foto bevat te veel ruis om voor een presentatie te gebruiken. Kun jij het er professioneel uit laten zien?,noise,nl
391,The raindrops in this picture are covering up the subject. Could you remove them?,rain,en
392,Les gouttes de pluie sur cette image masquent le sujet. Pourriez-vous les supprimer ?,rain,fr
393,Las gotas de lluvia en esta imagen están cubriendo al sujeto. ¿Podrías eliminarlos?,rain,es
394,Die Regentropfen auf diesem Bild verdecken das Motiv. Könnten Sie sie entfernen?,rain,de
395,De regendruppels op deze foto bedekken het onderwerp. Zou je ze kunnen verwijderen?,rain,nl
396,Can you clean up this image by removing the noise but keeping the sharpness?,noise,en
397,Pouvez-vous nettoyer cette image en supprimant le bruit tout en conservant la netteté ?,noise,fr
398,¿Puedes limpiar esta imagen eliminando el ruido pero manteniendo la nitidez?,noise,es
399,"Können Sie dieses Bild bereinigen, indem Sie das Rauschen entfernen, aber die Schärfe beibehalten?",noise,de
400,Kun je dit beeld opruimen door de ruis te verwijderen maar de scherpte te behouden?,noise,nl
401,This picture looks foggy and dull. Can you make it look more polished?,haze,en
402,Cette image semble brumeuse et terne. Pouvez-vous lui donner un aspect plus soigné ?,haze,fr
403,Esta imagen parece confusa y aburrida. ¿Puedes hacer que luzca más pulido?,haze,es
404,"Dieses Bild sieht neblig und langweilig aus. Können Sie dafür sorgen, dass es polierter aussieht?",haze,de
405,Deze foto ziet er mistig en saai uit. Kun je het er gepolijster uit laten zien?,haze,nl
406,Can you sharpen this blurry photo and fix the focus?,blur,en
407,Pouvez-vous améliorer la netteté de cette photo floue et corriger la mise au point ?,blur,fr
408,¿Puedes enfocar esta foto borrosa y arreglarla?,blur,es
409,Können Sie dieses verschwommene Foto schärfen und den Fokus korrigieren?,blur,de
410,Kun jij deze onscherpe foto verscherpen en de focus fixeren?,blur,nl
411,Bring out the fine details of the sea cucumber on the reef floor while keeping the surrounding water soft.,UWIR,en
412,Faites ressortir les détails fins du concombre de mer sur le fond du récif tout en gardant l'eau environnante douce.,UWIR,fr
413,Resalte los finos detalles del pepino de mar en el fondo del arrecife mientras mantiene suave el agua circundante.,UWIR,es
414,Bringen Sie die feinen Details der Seegurke auf dem Riffboden zur Geltung und halten Sie gleichzeitig das umgebende Wasser weich.,UWIR,de
415,Breng de fijne details van de zeekomkommer naar voren op de rifbodem terwijl het omringende water zacht blijft.,UWIR,nl
416,Can you super-resolve this blurry painting scan so the canvas details and colors appear authentic at a higher resolution?,SR,en
417,Pouvez-vous super-résoudre cette numérisation de peinture floue afin que les détails et les couleurs de la toile semblent authentiques à une résolution plus élevée ?,SR,fr
418,¿Puedes súper resolver este escaneo de pintura borrosa para que los detalles y colores del lienzo parezcan auténticos en una resolución más alta?,SR,es
419,"Können Sie diesen verschwommenen Gemäldescan superauflösen, sodass die Details und Farben der Leinwand in einer höheren Auflösung authentisch erscheinen?",SR,de
420,Kun jij deze wazige schilderijscan zo oplossen dat de details en kleuren op het canvas authentiek lijken bij een hogere resolutie?,SR,nl
421,This picture is way too blurry. Can you make it clearer?,blur,en
422,Cette photo est beaucoup trop floue. Pouvez-vous être plus clair ?,blur,fr
423,Esta imagen es demasiado borrosa. ¿Puedes dejarlo más claro?,blur,es
424,Dieses Bild ist viel zu unscharf. Können Sie es klarer machen?,blur,de
425,Deze foto is veel te wazig. Kun je het duidelijker maken?,blur,nl
426,The foggy appearance is ruining the quality of this photo. Could you enhance it?,haze,en
427,L'aspect brumeux gâche la qualité de cette photo. Pourriez-vous l'améliorer ?,haze,fr
428,La apariencia de niebla está arruinando la calidad de esta foto. ¿Podrías mejorarlo?,haze,es
429,Das neblige Erscheinungsbild beeinträchtigt die Qualität dieses Fotos. Könnten Sie es verbessern?,haze,de
430,Het mistige uiterlijk verpest de kwaliteit van deze foto. Zou je het kunnen verbeteren?,haze,nl
431,Can you help me deblur this photo and sharpen the focus?,blur,en
432,Pouvez-vous m'aider à supprimer le flou de cette photo et à affiner la mise au point ?,blur,fr
433,¿Puedes ayudarme a desenfocar esta foto y afinar el enfoque?,blur,es
434,"Können Sie mir helfen, dieses Foto zu entschärfen und den Fokus zu schärfen?",blur,de
435,Kun je me helpen deze foto onscherp te maken en de focus te verscherpen?,blur,nl
436,The raindrops are distracting from the subject in this photo. Can you remove them?,rain,en
437,Les gouttes de pluie détournent l'attention du sujet sur cette photo. Pouvez-vous les supprimer ?,rain,fr
438,Las gotas de lluvia distraen la atención del sujeto de esta foto. ¿Puedes eliminarlos?,rain,es
439,Die Regentropfen lenken auf diesem Foto vom Motiv ab. Können Sie sie entfernen?,rain,de
440,De regendruppels leiden de aandacht af van het onderwerp op deze foto. Kun je ze verwijderen?,rain,nl
441,"This photo needs a vibrant look, but the haze is dulling it. Can you help?",haze,en
442,"Cette photo a besoin d'un aspect vibrant, mais la brume la ternit. Pouvez-vous aider ?",haze,fr
443,"Esta foto necesita una apariencia vibrante, pero la neblina la está opacando. ¿Puedes ayudar?",haze,es
444,"Dieses Foto braucht ein lebendiges Aussehen, aber der Dunst lässt es trüben. Können Sie helfen?",haze,de
445,"Deze foto heeft een levendige uitstraling nodig, maar de nevel maakt hem dof. Kunt u helpen?",haze,nl
446,Can you brighten up this image and reduce the darkness?,LLIE,en
447,Pouvez-vous éclaircir cette image et réduire l’obscurité ?,LLIE,fr
448,¿Puedes iluminar esta imagen y reducir la oscuridad?,LLIE,es
449,Können Sie dieses Bild aufhellen und die Dunkelheit reduzieren?,LLIE,de
450,Kun jij dit beeld opfleuren en de duisternis verminderen?,LLIE,nl
451,The haziness is ruining the details in this picture. Could you make it sharper?,haze,en
452,Le flou gâche les détails de cette photo. Pourriez-vous le rendre plus net ?,haze,fr
453,La neblina está arruinando los detalles de esta imagen. ¿Podrías hacerlo más nítido?,haze,es
454,Die Unschärfe zerstört die Details in diesem Bild. Könnten Sie es schärfer machen?,haze,de
455,De wazigheid verpest de details op deze foto. Kun je het scherper maken?,haze,nl
456,This photo is too noisy to use in a presentation. Can you clean it up?,noise,en
457,Cette photo est trop bruyante pour être utilisée dans une présentation. Pouvez-vous le nettoyer ?,noise,fr
458,Esta foto es demasiado ruidosa para usarla en una presentación. ¿Puedes limpiarlo?,noise,es
459,"Dieses Foto ist zu verrauscht, um es in einer Präsentation zu verwenden. Kannst du es aufräumen?",noise,de
460,Deze foto bevat te veel ruis om in een presentatie te gebruiken. Kun jij het opruimen?,noise,nl
461,Could you help me fix the blur in this image and enhance the details?,blur,en
462,Pourriez-vous m'aider à corriger le flou de cette image et à améliorer les détails ?,blur,fr
463,¿Podrías ayudarme a corregir el desenfoque de esta imagen y mejorar los detalles?,blur,es
464,"Könnten Sie mir helfen, die Unschärfe in diesem Bild zu beheben und die Details zu verbessern?",blur,de
465,Kunt u mij helpen de onscherpte in deze afbeelding te corrigeren en de details te verbeteren?,blur,nl
466,Could you super-resolve this astronomy photo so that the faint stars and nebula patterns become clearer?,SR,en
467,Pourriez-vous super-résoudre cette photo d'astronomie afin que les motifs faibles des étoiles et des nébuleuses deviennent plus clairs ?,SR,fr
468,¿Podrías superar esta fotografía astronómica para que las estrellas débiles y los patrones de nebulosas se vuelvan más claros?,SR,es
469,"Könnten Sie dieses Astronomiefoto superauflösen, damit die schwachen Sterne und Nebelmuster klarer werden?",SR,de
470,"Kun jij deze astronomiefoto superresolutie maken, zodat de zwakke sterren en nevelpatronen duidelijker worden?",SR,nl
471,Brighten the water so the rays of light streaming in from the surface are more dramatic.,UWIR,en
472,Illuminez l’eau pour que les rayons de lumière provenant de la surface soient plus spectaculaires.,UWIR,fr
473,Ilumina el agua para que los rayos de luz que entran desde la superficie sean más dramáticos.,UWIR,es
474,"Erhellen Sie das Wasser, damit die von der Oberfläche einströmenden Lichtstrahlen dramatischer wirken.",UWIR,de
475,"Maak het water helderder, zodat de lichtstralen die vanaf het oppervlak naar binnen stromen dramatischer zijn.",UWIR,nl
476,The image is too grainy for what I need. Can you smooth it out?,noise,en
477,L'image est trop granuleuse pour ce dont j'ai besoin. Pouvez-vous le lisser ?,noise,fr
478,La imagen es demasiado granulada para lo que necesito. ¿Puedes suavizarlo?,noise,es
479,"Das Bild ist zu körnig für das, was ich brauche. Kannst du es glätten?",noise,de
480,Het beeld is te korrelig voor wat ik nodig heb. Kun jij het gladstrijken?,noise,nl
481,This image looks gloomy because of the rain. Can you brighten it up and make it sharper?,rain,en
482,Cette image semble sombre à cause de la pluie. Pouvez-vous l'éclairer et le rendre plus net ?,rain,fr
483,Esta imagen parece sombría debido a la lluvia. ¿Puedes iluminarlo y hacerlo más nítido?,rain,es
484,Dieses Bild sieht wegen des Regens düster aus. Können Sie es aufhellen und schärfer machen?,rain,de
485,Dit beeld ziet er somber uit vanwege de regen. Kun jij het opfleuren en scherper maken?,rain,nl
486,Can you help with the lighting in this image and make it clearer?,LLIE,en
487,Pouvez-vous nous aider avec l'éclairage de cette image et la rendre plus claire ?,LLIE,fr
488,¿Puedes ayudar con la iluminación de esta imagen y hacerla más clara?,LLIE,es
489,Können Sie bei der Beleuchtung dieses Bildes helfen und es klarer machen?,LLIE,de
490,Kun jij helpen met de belichting in deze afbeelding en deze duidelijker maken?,LLIE,nl
491,The blur in this photo is distracting. Can you fix it?,blur,en
492,Le flou sur cette photo est gênant. Pouvez-vous le réparer ?,blur,fr
493,El desenfoque en esta foto distrae. ¿Puedes arreglarlo?,blur,es
494,Die Unschärfe auf diesem Foto lenkt ab. Können Sie es reparieren?,blur,de
495,De onscherpte op deze foto leidt af. Kun je het repareren?,blur,nl
496,This photo has a foggy quality that I need removed. Can you fix it?,haze,en
497,Cette photo a une qualité brumeuse que je dois supprimer. Pouvez-vous le réparer ?,haze,fr
498,Esta foto tiene una calidad borrosa y necesito eliminarla. ¿Puedes arreglarlo?,haze,es
499,"Dieses Foto hat eine neblige Qualität, die ich entfernen muss. Können Sie es reparieren?",haze,de
500,Deze foto heeft een mistige kwaliteit die ik moet verwijderen. Kun je het repareren?,haze,nl
1,The photo looks gloomy because of the rain. Could you edit it to make it bright and rain-free?,rain,en
2,La photo semble sombre à cause de la pluie. Pourriez-vous le modifier pour le rendre lumineux et sans pluie ?,rain,fr
3,La foto parece lúgubre debido a la lluvia. ¿Podrías editarlo para que sea brillante y sin lluvia?,rain,es
4,"Das Foto sieht wegen des Regens düster aus. Könnten Sie es bearbeiten, um es hell und regenfrei zu machen?",rain,de
5,De foto oogt somber door de regen. Kun je het bewerken zodat het helder en regenvrij wordt?,rain,nl
6,The focus is off in this picture. Can you make it clearer?,blur,en
7,La mise au point est erronée sur cette image. Pouvez-vous être plus clair ?,blur,fr
8,El foco está fuera de foco en esta imagen. ¿Puedes dejarlo más claro?,blur,es
9,Der Fokus ist in diesem Bild deaktiviert. Können Sie es klarer machen?,blur,de
10,Op deze foto is de focus weg. Kun je het duidelijker maken?,blur,nl
11,This image is too grainy for a portfolio piece. Can you clean it up?,noise,en
12,Cette image est trop granuleuse pour un élément de portfolio. Pouvez-vous le nettoyer ?,noise,fr
13,Esta imagen es demasiado granulada para una pieza de portafolio. ¿Puedes limpiarlo?,noise,es
14,Dieses Bild ist zu körnig für ein Portfolio. Kannst du es aufräumen?,noise,de
15,Deze afbeelding is te korrelig voor een portfoliostuk. Kun jij het opruimen?,noise,nl
16,Can you fix this blurry image and make it more detailed?,blur,en
17,Pouvez-vous corriger cette image floue et la rendre plus détaillée ?,blur,fr
18,¿Puedes arreglar esta imagen borrosa y hacerla más detallada?,blur,es
19,Können Sie dieses verschwommene Bild korrigieren und es detaillierter machen?,blur,de
20,Kun jij dit wazige beeld corrigeren en gedetailleerder maken?,blur,nl
21,The haze is making this image look washed out. Can you brighten it up?,haze,en
22,La brume donne à cette image un aspect délavé. Pouvez-vous l'égayer ?,haze,fr
23,La neblina hace que esta imagen parezca descolorida. ¿Puedes alegrarlo?,haze,es
24,Durch den Dunst wirkt dieses Bild verwaschen. Kannst du es aufhellen?,haze,de
25,Door de waas ziet dit beeld er vervaagd uit. Kun jij het opfleuren?,haze,nl
26,Please increase the clarity so that the fish swimming in the background are more visible through the water.,UWIR,en
27,Veuillez augmenter la clarté afin que les poissons nageant en arrière-plan soient plus visibles à travers l'eau.,UWIR,fr
28,Aumente la claridad para que los peces nadando en el fondo sean más visibles a través del agua.,UWIR,es
29,"Bitte erhöhen Sie die Klarheit, damit die im Hintergrund schwimmenden Fische durch das Wasser besser sichtbar sind.",UWIR,de
30,Verhoog de helderheid zodat de vissen die op de achtergrond zwemmen beter zichtbaar zijn door het water.,UWIR,nl
31,I need the blur fixed in this photo. Can you sharpen it?,blur,en
32,J'ai besoin que le flou soit corrigé sur cette photo. Pouvez-vous l'aiguiser ?,blur,fr
33,Necesito arreglar el desenfoque en esta foto. ¿Puedes afilarlo?,blur,es
34,Ich muss die Unschärfe auf diesem Foto beheben. Kannst du es schärfen?,blur,de
35,Ik wil dat de onscherpte in deze foto wordt gecorrigeerd. Kun je het slijpen?,blur,nl
36,Could you make this image clearer and more visible by adjusting the lighting?,LLIE,en
37,Pourriez-vous rendre cette image plus claire et plus visible en ajustant l’éclairage ?,LLIE,fr
38,¿Podrías hacer esta imagen más clara y visible ajustando la iluminación?,LLIE,es
39,"Könnten Sie dieses Bild klarer und sichtbarer machen, indem Sie die Beleuchtung anpassen?",LLIE,de
40,Kunt u dit beeld duidelijker en beter zichtbaar maken door de verlichting aan te passen?,LLIE,nl
41,Can you upscale this pixelated meme so the text and image elements look smooth when shared on social media?,SR,en
42,Pouvez-vous améliorer ce mème pixelisé pour que les éléments de texte et d'image soient fluides lorsqu'ils sont partagés sur les réseaux sociaux ?,SR,fr
43,¿Puedes mejorar este meme pixelado para que los elementos de texto e imagen se vean fluidos cuando se comparten en las redes sociales?,SR,es
44,"Können Sie dieses pixelige Meme hochskalieren, sodass die Text- und Bildelemente beim Teilen in sozialen Medien glatt aussehen?",SR,de
45,Kun je deze gepixelde meme opschalen zodat de tekst- en afbeeldingselementen er vloeiend uitzien wanneer ze worden gedeeld op sociale media?,SR,nl
46,Can you reduce the noise in this image for me? It’s too grainy.,noise,en
47,Pouvez-vous réduire le bruit sur cette image pour moi ? C'est trop granuleux.,noise,fr
48,¿Puedes reducir el ruido en esta imagen por mí? Es demasiado granulado.,noise,es
49,Können Sie das Rauschen in diesem Bild für mich reduzieren? Es ist zu körnig.,noise,de
50,Kunt u voor mij de ruis in deze afbeelding verminderen? Het is te korrelig.,noise,nl
51,"Can you enhance this concert photo so the instruments, stage lights, and crowd are clear when zoomed in?",SR,en
52,"Pouvez-vous améliorer cette photo de concert pour que les instruments, les lumières de la scène et la foule soient clairs lors d'un zoom avant ?",SR,fr
53,"¿Puedes mejorar esta foto del concierto para que los instrumentos, las luces del escenario y la multitud se vean claramente al ampliarla?",SR,es
54,"Können Sie dieses Konzertfoto so verbessern, dass die Instrumente, die Bühnenbeleuchtung und das Publikum beim Heranzoomen klar zu erkennen sind?",SR,de
55,"Kun jij deze concertfoto verbeteren, zodat de instrumenten, de podiumverlichting en het publiek duidelijk zichtbaar zijn als je inzoomt?",SR,nl
56,This photo is too grainy to use in a professional setting. Can you fix it?,noise,en
57,Cette photo est trop granuleuse pour être utilisée dans un cadre professionnel. Pouvez-vous le réparer ?,noise,fr
58,Esta foto es demasiado granulada para usarla en un entorno profesional. ¿Puedes arreglarlo?,noise,es
59,"Dieses Foto ist zu körnig, um es in einer professionellen Umgebung zu verwenden. Können Sie es reparieren?",noise,de
60,Deze foto is te korrelig om in een professionele omgeving te gebruiken. Kun je het repareren?,noise,nl
61,Could you upscale this architectural drawing so the smallest labels and fine lines are crisp for printing?,SR,en
62,Pourriez-vous améliorer ce dessin architectural afin que les plus petites étiquettes et les lignes fines soient nettes pour l'impression ?,SR,fr
63,¿Podrías mejorar este dibujo arquitectónico para que las etiquetas más pequeñas y las líneas finas queden nítidas para imprimir?,SR,es
64,"Könnten Sie diese Architekturzeichnung hochskalieren, damit die kleinsten Beschriftungen und feinen Linien beim Drucken klar erkennbar sind?",SR,de
65,"Kunt u deze bouwtekening opschalen, zodat de kleinste labels en fijne lijnen haarscherp worden afgedrukt?",SR,nl
66,The grain in this picture is overwhelming. Can you reduce it for me?,noise,en
67,Le grain de cette photo est écrasant. Pouvez-vous le réduire pour moi ?,noise,fr
68,La veta de esta imagen es abrumadora. ¿Puedes reducirlo por mí?,noise,es
69,Die Körnung in diesem Bild ist überwältigend. Können Sie es für mich reduzieren?,noise,de
70,De korrel op deze foto is overweldigend. Kunt u het voor mij verkleinen?,noise,nl
71,Could you help me deblur this image and make it sharper?,blur,en
72,Pourriez-vous m'aider à supprimer le flou de cette image et à la rendre plus nette ?,blur,fr
73,¿Podrías ayudarme a desenfocar esta imagen y hacerla más nítida?,blur,es
74,"Könnten Sie mir helfen, dieses Bild zu entschärfen und schärfer zu machen?",blur,de
75,Kunt u mij helpen deze afbeelding onscherp en scherper te maken?,blur,nl
76,The rain in this picture is dulling the natural colors. Can you make them pop?,rain,en
77,La pluie sur cette photo ternit les couleurs naturelles. Pouvez-vous les faire éclater ?,rain,fr
78,La lluvia en esta imagen está opacando los colores naturales. ¿Puedes hacerlos estallar?,rain,es
79,Der Regen auf diesem Bild schwächt die natürlichen Farben. Kannst du sie zum Platzen bringen?,rain,de
80,De regen op deze foto vervaagt de natuurlijke kleuren. Kun jij ze laten knallen?,rain,nl
81,"Please enhance this blurry portrait so the eyelashes, hair strands, and jewelry shine clearly after resolution increase.",SR,en
82,"Veuillez améliorer ce portrait flou afin que les cils, les mèches de cheveux et les bijoux brillent clairement après l'augmentation de la résolution.",SR,fr
83,"Mejore este retrato borroso para que las pestañas, los mechones de cabello y las joyas brillen claramente después de aumentar la resolución.",SR,es
84,"Bitte verbessern Sie dieses verschwommene Porträt, damit die Wimpern, Haarsträhnen und der Schmuck nach der Erhöhung der Auflösung deutlich leuchten.",SR,de
85,"Verbeter dit wazige portret zodat de wimpers, haarlokken en sieraden duidelijk glanzen nadat de resolutie is verhoogd.",SR,nl
86,Please restore the natural tones of the sandy seabed while keeping the water gradient from turquoise to navy intact.,UWIR,en
87,Veuillez restaurer les tons naturels des fonds marins sablonneux tout en gardant intact le dégradé de l'eau du turquoise au bleu marine.,UWIR,fr
88,Restaure los tonos naturales del fondo marino arenoso mientras mantiene intacto el gradiente de agua del turquesa al azul marino.,UWIR,es
89,"Bitte stellen Sie die natürlichen Farbtöne des sandigen Meeresbodens wieder her, während der Wasserverlauf von Türkis zu Marineblau erhalten bleibt.",UWIR,de
90,Herstel de natuurlijke tinten van de zandige zeebodem en zorg ervoor dat de watergradiënt van turkoois naar marineblauw intact blijft.,UWIR,nl
91,The background looks washed out because of the haze. Can you enhance it?,haze,en
92,L'arrière-plan semble délavé à cause de la brume. Pouvez-vous l'améliorer ?,haze,fr
93,El fondo parece descolorido debido a la neblina. ¿Puedes mejorarlo?,haze,es
94,Der Hintergrund wirkt durch den Dunst verwaschen. Können Sie es verbessern?,haze,de
95,De achtergrond ziet er vervaagd uit door de nevel. Kun je het verbeteren?,haze,nl
96,Can you smooth out the grain in this image while keeping it natural?,noise,en
97,Pouvez-vous lisser le grain de cette image tout en la gardant naturelle ?,noise,fr
98,¿Puedes suavizar la veta de esta imagen manteniéndola natural?,noise,es
99,Können Sie die Körnung in diesem Bild glätten und gleichzeitig die Natürlichkeit bewahren?,noise,de
100,Kun je de korrel in deze afbeelding gladstrijken en toch natuurlijk houden?,noise,nl
101,The photo’s noise is ruining its clarity. Can you help smooth it out?,noise,en
